Assortativity Measure
net_se2014-2018.graphml,0.919070438126929
net_se2010-2014.graphml,0.9339871129514276
net_se2006-2010.graphml,0.7828492250895068
net_se1998-2002.graphml,0.7368033448584971
net_se2002-2006.graphml,0.7316132255611362
net_se1988-1991.graphml,0.7332035770916103
net_se1994-1998.graphml,0.7508616505617521
net_se1991-1994.graphml,0.670629876016202
us.115.graphml,0.017707400899790386
us.114.graphml,0.02314466130894394
us.113.graphml,0.019178358025636916
net_fr_an2007-2012.graphml,0.7123620320272429
net_fr_an2002-2007.graphml,0.547913806170088
net_fr_an1986-1988.graphml,0.37535442399851965
net_fr_an2012-2017.graphml,0.5756844493617229
net_fr_an1997-2002.graphml,0.4402492378316323
net_fr_se1997-2002.graphml,0.49776033441099354
net_fr_se2012-2017.graphml,0.759344454101239
net_fr_se1986-1988.graphml,0.7214267435200644
net_fr_se1988-1993.graphml,0.647906014540239
net_fr_se1993-1997.graphml,0.5261077607298817
net_fr_se2002-2007.graphml,0.7257001807994009
net_fr_se2007-2012.graphml,0.7722994613406965
net_ch_cs1995-1999.graphml,0.15116279069767435
net_ch_cs2003-2007.graphml,0.3264046768431308
net_ch_cs2011-2015.graphml,0.19213973799126632
net_ch_cs1999-2003.graphml,0.08012994599247783
net_ch_cs2007-2011.graphml,0.2728627407693581
net_ch_cn2003-2007.graphml,0.39091482381329884
net_ch_cn1999-2003.graphml,0.3436491873756718
net_ch_cn2007-2011.graphml,0.3742663773683597
net_ch_cn2011-2015.graphml,0.3887540496557121
net_ch_cn1995-1999.graphml,0.46070707995262844
uk.graphml,-0.4095263120177722
net_dkEconomy.graphml,0.5970213511807217
net_dkEnvironment.graphml,0.6247541382819964
net_dkHousing.graphml,0.9118942731277533
net_dkCulture.graphml,0.577032690695725
net_dkJustice.graphml,0.5316944680958153
net_dkImmigration.graphml,0.5304978920966967
net_dkInstitutional.graphml,0.2946864149782446
net_dkWelfare.graphml,0.5697762454427917
net_dkHealth.graphml,0.5204555190632586
net_dkAgriculture.graphml,0.6795352323838082
net_dkForeign_Affairs.graphml,0.6190476190476191
net_dkTechnology.graphml,0.7031863814927979
net_dkEducation.graphml,0.6227158724471517
net_at2008-2013.graphml,-0.433727442439328
net_at1995-1999.graphml,-0.5116895637503012
net_at2006-2008.graphml,-0.4336283185840708
net_at1999-2002.graphml,-0.4906192927112734
net_at2013-2018.graphml,-0.34390400685665307
net_at1994-1995.graphml,-0.37254901960784315
net_at2002-2006.graphml,-0.5194658448895737
